evaluation,fold_accuracy_mean,fold_accuracy_std,fold_macro_f1_3class_mean,fold_macro_f1_3class_std,pooled_oof_accuracy,pooled_oof_macro_f1_3class,overall_majority_baseline,pooled_accuracy_delta_over_baseline,canonical_grouped_accuracy,difference_from_canonical,platform_tolerance,n_rows,n_papers,n_raw_species_labels,n_normalized_species,n_bacterial_rows,n_fungal_rows,fungal_row_proportion,e_coli_count,s_aureus_count,p_aeruginosa_count,dominant_three_combined_count,dominant_three_combined_proportion,n_splits,random_state,model,n_jobs,no_paper_overlap,input_file,resolved_input_file,input_sha256,python_version,platform,numpy_version,pandas_version,sklearn_version,xgboost_version
MIC_grouped_by_ref_species_audit,0.31615515771526004,0.12220553814020964,0.2725261341562685,0.12908875052812557,0.3157894736842105,0.2945301625877588,0.41812865497076024,-0.10233918128654973,0.3162,-4.484228473994323e-05,0.02,342,65,59,46,327,15,0.043859649122807015,70,67,40,177,0.5175438596491229,5,42,XGBClassifier,1,True,data/external/chen2026_nanoparticles/Nanoparticles_MIC_with_class.csv,/Users/henhen4_real/Documents/urtc-2026-fouling-transfer/data/external/chen2026_nanoparticles/Nanoparticles_MIC_with_class.csv,d7bb60ab6bb6388c59f76de3d724462749a0ff8aefefc44385bed6c20807464c,3.13.14,macOS-26.4.1-arm64-arm-64bit-Mach-O,2.4.6,3.0.5,1.9.0,3.4.0
