No.,Ref,Material 1,Formula,MagpieData mean Number,MagpieData mean Electronegativity,MagpieData mean AtomicRadius,MagpieData mean CovalentRadius,MagpieData mean Density,MagpieData mean Row,MagpieData mean Column,size (nm),Shape,Synthesis Method,zeta potential,bacteria,gram stain,motility,Oxygen Requirement,Shape.1,Arrangement,duration,temperature,MIC (ÃÂÃÂµg/mL),MIC_class,MIC_pred (ÃÂµg/mL),MBC_pred (Âµg/mL),MBC_pred (µg/mL)
605,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
606,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
607,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
608,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
609,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
610,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
611,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
612,,Ag,Ag,47,1.93,1.6,145,10490,5,11,67,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
613,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
614,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
615,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
616,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
617,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
618,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
619,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
620,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
621,,Ag,Ag,47,1.93,1.6,145,10490,5,11,68,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
622,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
623,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
624,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
625,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
626,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
627,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
628,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
629,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
630,,Ag,Ag,47,1.93,1.6,145,10490,5,11,69,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
631,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
632,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
633,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
634,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
635,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
636,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
637,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
638,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
639,,Ag,Ag,47,1.93,1.6,145,10490,5,11,70,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
640,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
641,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
642,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
643,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
644,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
645,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
646,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
647,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
648,,Ag,Ag,47,1.93,1.6,145,10490,5,11,71,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
649,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
650,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
651,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
652,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
653,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
654,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
655,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
656,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
657,,Ag,Ag,47,1.93,1.6,145,10490,5,11,72,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
658,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
659,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
660,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
661,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
662,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
663,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
664,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
665,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
666,,Ag,Ag,47,1.93,1.6,145,10490,5,11,73,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
667,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
668,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
669,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
670,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
671,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
672,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
673,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
674,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
675,,Ag,Ag,47,1.93,1.6,145,10490,5,11,74,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
676,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,269.93002,119.31314,538.4748
677,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,236.77126,155.42775,1497.6484
678,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,190.16402,114.670044,528.78613
679,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,322.93942,80.60796,538.4748
680,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,387.91214,130.06187,1497.6484
681,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,313.2361,76.70866,528.78613
682,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,moderate,141.87813,89.999466,538.4748
683,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,187.25244,139.45335,1497.6484
684,,Ag,Ag,47,1.93,1.6,145,10490,5,11,75,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,132.1748,86.10016,528.78613
685,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,254.24223,118.58679,538.4748
686,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,221.08354,154.70142,1497.6484
687,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,174.4763,113.943695,528.78613
688,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,307.2517,79.881615,538.4748
689,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,372.22446,129.33554,1497.6484
690,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,297.5484,75.98231,528.78613
691,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,126.19046,89.27312,538.4748
692,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,171.56473,138.72702,1497.6484
693,,Ag,Ag,47,1.93,1.6,145,10490,5,11,76,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,116.487114,85.37381,528.78613
694,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,254.24223,118.58679,538.4748
695,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,221.08354,154.70142,1497.6484
696,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,174.4763,113.943695,528.78613
697,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,307.2517,79.881615,538.4748
698,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,372.22446,129.33554,1497.6484
699,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,297.5484,75.98231,528.78613
700,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,126.19046,89.27312,538.4748
701,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,171.56473,138.72702,1497.6484
702,,Ag,Ag,47,1.93,1.6,145,10490,5,11,77,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,116.487114,85.37381,528.78613
703,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,254.24223,118.58679,538.4748
704,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,221.08354,154.70142,1497.6484
705,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,174.4763,113.943695,528.78613
706,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,307.2517,79.881615,538.4748
707,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,372.22446,129.33554,1497.6484
708,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,297.5484,75.98231,528.78613
709,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,126.19046,89.27312,538.4748
710,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,171.56473,138.72702,1497.6484
711,,Ag,Ag,47,1.93,1.6,145,10490,5,11,78,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,116.487114,85.37381,528.78613
712,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,254.24223,118.58679,538.4748
713,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,221.08354,154.70142,1497.6484
714,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,174.4763,113.943695,528.78613
715,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,307.2517,79.881615,538.4748
716,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,372.22446,129.33554,1497.6484
717,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,297.5484,75.98231,528.78613
718,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,126.19046,89.27312,538.4748
719,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,171.56473,138.72702,1497.6484
720,,Ag,Ag,47,1.93,1.6,145,10490,5,11,79,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,116.487114,85.37381,528.78613
721,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,644.63684,477.13858,646.60376
722,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,612.52295,519.31366,1623.4844
723,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,564.87067,478.55582,640.10474
724,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,556.75653,438.43344,646.60376
725,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,622.7744,493.94772,1623.4844
726,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,547.05316,440.5945,640.10474
727,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,543.8904,447.82492,646.60376
728,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,590.30975,503.33926,1623.4844
729,,Ag,Ag,47,1.93,1.6,145,10490,5,11,80,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,534.1872,449.986,640.10474
730,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,644.63684,477.13858,646.60376
731,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,612.52295,519.31366,1623.4844
732,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,564.87067,478.55582,640.10474
733,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,556.75653,438.43344,646.60376
734,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,622.7744,493.94772,1623.4844
735,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,rod,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,547.05316,440.5945,640.10474
736,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,Polyhedral,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,543.8904,447.82492,646.60376
737,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,Polyhedral,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,590.30975,503.33926,1623.4844
738,,Ag,Ag,47,1.93,1.6,145,10490,5,11,81,Polyhedral,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,534.1872,449.986,640.10474
739,,Ag,Ag,47,1.93,1.6,145,10490,5,11,82,spherical,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,644.63684,477.13858,646.60376
740,,Ag,Ag,47,1.93,1.6,145,10490,5,11,82,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,weak,612.52295,519.31366,1623.4844
741,,Ag,Ag,47,1.93,1.6,145,10490,5,11,82,spherical,Green synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,564.87067,478.55582,640.10474
742,,Ag,Ag,47,1.93,1.6,145,10490,5,11,82,rod,biosynthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,556.75653,438.43344,646.60376
743,,Ag,Ag,47,1.93,1.6,145,10490,5,11,82,rod,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,,strong,622.7744,493.94772,1623.4844
